Variable,Ganador,LogLik,AIC,BIC,rho12,rho13,rho23
FFEL SUBSIDIZED $ of Disbursements_PIT,Gaussian,0.49276788680810935,5.014464226383781,19.7705498834452,0.005825208952615023,-0.0059893468823019195,0.030014779135274942
