Variable,Ganador,LogLik,AIC,BIC,rho12,rho13,rho23,nu
FFEL GRAD PLUS # of Disbursements_PIT,t,7686.891796792601,-15365.783593585202,-15346.10881270912,-0.008275590576644162,0.03460121666419259,0.06007513769413274,6
