Variable,Ganador,LogLik,AIC,BIC,rho12,rho13,rho23
FFEL UNSUBSIDIZED $ of Disbursements_PIT,Gaussian,1.144762096336255,3.71047580732749,18.466561464388906,0.01689381295560353,-0.043629697677165215,0.007776199726772134
