Variable,Ganador,LogLik,AIC,BIC,rho12,rho13,rho23,nu
FFEL GRAD PLUS $ of Disbursements_PIT,t,12183.88080991261,-24359.76161982522,-24340.08683894914,-0.007678346352893773,0.03345847869715366,0.05951700601117762,8
