Variable,Ganador,LogLik,AIC,BIC,rho12,rho13,rho23,nu
FFEL PARENT PLUS $ of Disbursements_PIT,t,1334.6366008255804,-2661.273201651161,-2641.598420775079,0.023257792686046625,-0.0699748351960115,-0.03732240339261648,30
