Variable,Ganador,LogLik,AIC,BIC,rho12,rho13,rho23
FFEL UNSUBSIDIZED # of Disbursements_PIT,Gaussian,1.1043669816608723,3.7912660366782553,18.54735169373967,0.017741303416832964,-0.04272847896927873,-0.0069708974558467226
